INFO: 2021-12-15 15:39:55,834 Covid data API request
INFO: 2021-12-15 15:40:28,245 127.0.0.1 - - [15/Dec/2021 15:40:28] "GET /index?update=15%3A42&two=test&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-15 15:40:28,261 127.0.0.1 - - [15/Dec/2021 15:40:28] "[36mGET /static/images/covid_image.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-15 15:40:30,401 127.0.0.1 - - [15/Dec/2021 15:40:30] "GET /index?update_item=test HTTP/1.1" 200 -
INFO: 2021-12-15 15:40:30,418 127.0.0.1 - - [15/Dec/2021 15:40:30] "[36mGET /static/images/covid_image.jpg HTTP/1.1[0m" 304 -
INFO: 2021-12-15 15:55:51,678 Covid data API request
DEBUG: 2021-12-15 15:55:51,682 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:51,783 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:51,788 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:51,952 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:55:51,958 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:52,021 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:52,025 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:52,197 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:55:52,209 Opened covid csv file
DEBUG: 2021-12-15 15:55:52,225 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:52,821 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=Covid HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:52,821 News API request
DEBUG: 2021-12-15 15:55:52,821 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:53,065 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=COVID-19 HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:53,065 News API request
DEBUG: 2021-12-15 15:55:53,080 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:53,614 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=coronavirus HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:53,630 News API request
INFO: 2021-12-15 15:55:53,630 Covid data API request
DEBUG: 2021-12-15 15:55:53,630 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:53,900 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:53,900 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,116 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:55:54,134 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,331 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:54,336 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,500 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:55:54,511 Opened covid csv file
INFO: 2021-12-15 15:55:54,512 Covid data API request
DEBUG: 2021-12-15 15:55:54,514 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,567 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:54,572 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,629 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:55:54,634 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,693 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:55:54,696 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:55:54,753 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:55:54,766 Opened covid csv file
DEBUG: 2021-12-15 15:55:54,770 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:55,222 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=Covid HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:55,238 News API request
DEBUG: 2021-12-15 15:55:55,238 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:55,683 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=COVID-19 HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:55,685 News API request
DEBUG: 2021-12-15 15:55:55,687 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:55:55,823 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=coronavirus HTTP/1.1" 200 None
INFO: 2021-12-15 15:55:55,826 News API request
INFO: 2021-12-15 15:55:55,831  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-15 15:56:03,897 Covid data API request
DEBUG: 2021-12-15 15:56:03,900 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:03,961 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:03,966 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:04,027 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:56:04,032 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:04,093 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:04,096 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:04,151 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:56:04,168 Opened covid csv file
DEBUG: 2021-12-15 15:56:04,171 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:04,318 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=Covid HTTP/1.1" 200 None
